,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-class
3954,40,2,163985,11,9,2,11,0,4,0,0,0,24,0,0
3955,30,2,219318,11,9,4,6,2,4,1,0,0,35,5,0
3956,42,2,44121,12,14,0,9,1,4,1,0,1876,40,0,0
3957,52,4,103794,8,11,0,9,1,4,1,0,0,35,0,0
3958,42,2,310632,15,10,2,2,0,2,0,0,0,40,0,1
3959,39,2,153976,15,10,2,2,0,4,0,0,0,52,0,1
3960,43,2,174575,15,10,0,9,4,4,0,0,0,45,0,0
3961,62,4,82388,11,9,2,2,0,4,0,10566,0,40,0,0
3962,30,2,207253,8,11,2,2,0,4,0,0,0,40,7,0
3964,39,2,746786,9,13,2,9,0,4,0,0,0,55,0,1
3965,41,2,308296,11,9,2,13,5,4,1,0,0,20,0,0
3966,49,2,101825,12,14,2,9,5,4,1,0,1977,40,0,1
3967,25,2,109009,1,7,2,2,0,4,0,0,0,40,0,0
3968,48,2,413363,1,7,2,13,0,4,0,0,2002,40,0,0
3970,44,5,296326,9,13,4,0,1,4,0,0,0,40,0,0
3971,36,2,208358,6,5,0,5,1,4,0,4650,0,56,0,0
3972,40,2,120277,11,9,4,5,3,4,0,0,0,40,38,0
3973,21,2,193219,11,9,4,0,3,2,1,0,0,35,2,0
3974,41,2,86399,15,10,5,0,1,4,1,0,0,38,0,0
3975,24,2,215251,9,13,4,3,1,4,1,0,0,50,0,0
3976,67,4,124470,11,9,2,4,0,4,0,0,0,60,0,0
3977,24,2,228649,9,13,4,0,3,4,0,0,0,38,0,0
3978,50,4,386397,9,13,2,11,0,4,0,0,0,60,0,0
3979,48,2,96798,12,14,0,11,1,4,0,0,0,35,0,0
3981,29,2,159768,11,9,4,6,1,4,0,3325,0,40,16,0
3982,50,2,139464,9,13,0,9,4,4,1,0,0,36,38,0
3983,64,5,550848,0,6,2,3,0,4,0,0,0,40,0,1
3984,49,2,68505,6,5,0,7,1,2,0,0,0,37,0,0
3985,20,2,122215,11,9,4,7,3,2,0,0,0,52,0,0
3986,30,2,159442,11,9,5,0,1,4,1,0,0,40,0,0
3987,37,2,80638,9,13,2,7,0,1,0,0,0,30,26,0
3988,52,2,192390,11,9,2,6,0,4,0,0,0,40,0,1
3989,22,2,191324,15,10,4,10,3,4,0,0,0,25,0,0
3991,19,5,73009,15,10,4,0,3,4,0,0,0,15,0,0
3992,52,2,177858,11,9,0,2,2,4,0,0,0,55,0,1
3993,42,2,163003,9,13,3,12,3,1,1,0,0,40,0,0
3994,35,2,95551,11,9,5,3,1,4,1,0,0,36,0,0
3995,27,2,125298,15,10,4,0,4,4,1,0,0,50,0,0
3996,54,5,198186,11,9,4,7,1,2,1,0,0,38,0,0
3997,37,2,295949,11,9,2,2,0,4,0,0,1628,40,0,0
3998,37,2,182668,0,6,2,13,0,4,0,0,0,35,0,0
3999,28,2,124905,5,4,2,2,0,4,0,0,0,30,0,0
4000,63,2,171635,9,13,2,11,0,4,0,0,0,40,0,0
4001,19,2,376240,11,9,4,6,3,4,0,0,0,42,0,0
4002,28,2,157391,9,13,4,11,3,4,1,0,0,40,0,0
4004,44,2,178134,14,15,4,9,1,4,1,0,0,40,0,1
4005,31,2,207201,15,10,2,2,0,4,0,0,0,40,0,1
4007,64,2,102103,11,9,0,8,1,4,1,0,0,50,0,0
4008,40,2,92036,11,9,2,5,0,4,0,0,0,40,0,1
4009,59,1,236426,7,12,0,9,1,4,1,0,0,50,0,0
4010,22,2,400966,15,10,4,0,3,4,1,0,0,40,0,0
4011,40,2,404573,15,10,4,11,1,4,1,0,0,44,0,0
4012,35,2,227571,5,4,2,5,0,4,0,0,0,40,4,0
4013,20,2,145917,15,10,4,0,3,4,1,0,0,15,0,0
4014,35,1,190226,11,9,4,10,3,4,0,0,0,40,0,0
4015,28,2,356555,15,10,2,3,0,4,0,0,0,48,0,0
4016,28,2,66473,11,9,0,6,3,4,0,0,0,40,0,0
4019,25,3,163039,7,12,4,11,1,4,0,0,0,60,0,0
4020,37,2,89559,11,9,0,0,4,4,1,0,0,40,0,0
4022,31,2,163303,8,11,0,11,3,4,1,0,0,38,0,0
4023,41,2,192712,11,9,4,0,2,4,1,0,0,40,0,0
4024,31,2,381153,0,6,2,12,0,4,0,0,0,40,0,1
4025,44,2,222434,11,9,2,2,0,4,0,0,0,40,0,0
4026,20,2,34706,15,10,4,3,1,2,0,0,0,47,0,0
4027,57,4,47857,15,10,2,4,0,4,0,0,0,50,0,0
4028,26,2,195216,11,9,0,7,1,4,1,0,0,12,0,0
4029,44,3,103643,11,9,2,3,0,4,0,5013,0,60,34,0
4030,29,1,329426,11,9,4,10,1,4,0,0,0,40,0,0
4031,36,2,183612,11,9,2,9,0,4,0,0,1977,40,0,1
4032,40,2,184105,8,11,2,2,0,4,0,0,0,40,0,1
4033,21,2,211385,7,12,4,7,1,2,0,0,0,35,2,0
4034,21,2,61777,15,10,4,2,1,4,0,0,0,70,0,0
4035,34,4,320194,14,15,5,9,4,4,0,0,0,48,0,1
4036,24,2,199444,9,13,4,3,3,4,1,0,0,15,0,0
4037,28,2,312588,0,6,0,7,1,4,1,0,0,40,0,0
4038,35,2,168675,11,9,5,13,3,4,0,0,0,50,0,0
4039,35,2,87556,11,9,0,2,1,4,0,0,0,40,0,0
4040,38,5,220421,9,13,4,3,1,4,1,0,0,40,0,0
4041,44,0,404599,11,9,0,0,4,2,1,0,0,40,0,0
4042,39,2,99065,9,13,2,5,5,4,1,0,0,40,12,1
4043,57,1,109973,11,9,0,7,1,4,1,0,0,40,0,0
4044,19,2,246652,15,10,4,11,3,4,1,0,0,40,0,0
4045,29,2,57423,8,11,2,6,0,4,0,0,0,48,0,0
4046,23,2,291248,11,9,4,6,2,2,0,0,0,40,0,0
4047,50,2,163708,11,9,6,7,4,4,1,0,0,40,0,0
4048,51,4,240358,15,10,2,2,0,4,0,0,0,20,0,0
4049,28,2,25955,8,11,0,2,1,0,0,0,0,40,0,0
4050,44,2,101593,9,13,2,11,0,4,0,0,0,60,0,0
4051,29,4,227890,9,13,4,9,1,2,0,0,0,40,0,0
4052,31,2,225053,11,9,0,13,1,4,0,0,0,45,0,0
4053,27,2,228472,9,13,2,2,0,4,0,0,0,45,0,1
4054,34,2,245378,9,13,2,3,0,4,0,0,0,45,0,0
4055,50,3,156623,14,15,2,9,0,1,0,7688,0,50,11,1
4056,27,2,35032,15,10,2,5,0,4,0,0,0,40,0,1
4057,31,2,258849,8,11,4,0,4,2,1,0,0,40,0,0
4058,46,2,190115,7,12,2,2,0,4,0,0,0,40,0,1
4059,39,2,63910,15,10,4,0,3,1,1,0,0,40,0,0
4060,40,2,510072,9,13,2,11,0,4,0,0,0,55,0,1
4061,28,2,210867,1,7,0,11,3,4,0,0,0,40,0,0
4062,18,2,263024,11,9,4,11,3,4,1,0,0,40,0,0
4063,51,2,306785,11,9,0,0,1,4,1,0,0,40,0,0
4064,58,3,104333,11,9,0,11,1,4,0,0,0,50,0,0
4065,66,2,340734,11,9,2,11,0,4,0,0,0,40,0,0
4066,36,4,288585,11,9,2,7,5,1,1,0,0,20,27,0
4067,38,2,241765,1,7,0,5,1,4,1,0,0,60,0,0
4068,25,2,111058,7,12,4,3,3,4,0,0,0,40,0,0
4069,25,2,104662,11,9,4,7,4,4,1,0,0,22,0,0
4070,90,2,313986,1,7,4,5,3,4,0,0,0,40,0,0
4071,41,1,52037,15,10,0,0,4,4,1,0,0,40,0,0
4073,33,2,131776,9,13,0,9,4,4,1,914,0,40,9,0
4074,33,2,254221,11,9,4,0,1,4,1,0,0,40,0,0
4075,35,2,152909,9,13,2,3,0,4,0,0,1887,45,0,1
4076,39,4,211785,11,9,4,2,3,2,1,0,0,20,0,0
4077,59,2,160362,11,9,2,11,0,4,0,0,0,60,0,0
4078,19,2,387215,15,10,4,12,3,4,0,0,1719,16,0,0
4079,39,2,187046,11,9,2,11,0,4,0,4064,0,38,0,0
4081,27,2,169631,11,9,4,5,3,4,1,0,0,40,0,0
4082,52,2,202956,5,4,2,2,0,4,0,0,0,40,0,0
4083,59,4,80467,11,9,0,7,3,4,1,0,0,24,0,0
4084,28,2,407672,15,10,0,2,4,4,1,0,0,40,0,0
4085,37,2,243425,11,9,0,7,2,4,1,0,0,50,30,0
4087,36,2,347491,9,13,2,3,0,4,0,0,0,50,0,1
4088,34,2,146161,9,13,2,9,0,4,0,0,0,60,0,1
4089,23,2,449432,15,10,4,0,3,4,0,0,0,40,0,0
4091,33,2,288825,11,9,0,2,1,4,0,0,2258,84,0,0
4092,27,1,134813,12,14,4,9,3,4,0,0,0,52,0,0
4093,31,1,190401,12,14,2,9,0,4,0,0,0,40,0,0
4094,21,2,260617,0,6,2,6,0,4,0,0,0,36,0,0
4095,31,2,45604,11,9,2,3,0,4,0,0,0,54,0,0
4096,59,2,67841,11,9,2,5,0,4,0,0,0,40,0,1
4097,40,1,244522,12,14,2,9,0,4,0,0,1902,48,0,1
4098,19,2,430471,1,7,4,5,3,4,0,0,0,40,0,0
4099,47,2,194698,11,9,2,13,0,4,0,0,0,50,0,0
4100,34,2,94235,9,13,4,2,4,4,0,0,0,40,0,0
4101,57,2,188330,11,9,2,7,0,4,0,0,0,78,0,0
4102,51,1,146181,6,5,2,13,0,2,0,0,0,40,0,0
4103,21,2,177125,15,10,4,5,1,4,0,0,0,20,0,0
4104,30,3,68330,15,10,2,11,0,4,0,0,0,50,0,0
4105,46,2,95636,15,10,0,5,1,4,0,0,0,45,0,0
4106,40,2,238329,9,13,4,11,1,4,1,0,0,45,0,0
4107,52,2,416129,13,1,2,7,1,4,0,0,0,40,22,0
4108,23,2,285004,9,13,4,11,1,1,0,0,0,50,18,0
4110,25,2,186294,11,9,4,0,1,4,1,0,0,50,0,0
4111,43,2,188786,15,10,0,13,1,4,0,0,0,45,0,0
4112,38,5,31352,15,10,0,10,4,0,1,0,0,40,0,1
4113,22,2,197613,8,11,4,7,1,4,1,0,0,30,0,0
4114,33,1,161942,9,13,4,0,1,4,1,1055,0,40,0,0
4115,34,2,275438,15,10,2,9,0,4,0,5178,0,40,0,1
4116,65,2,361721,8,11,2,13,0,4,0,0,0,20,0,0
4117,50,2,144968,11,9,4,12,3,4,0,0,0,15,0,0
4118,29,2,190539,9,13,4,11,1,4,0,6849,0,48,0,0
4119,25,2,178037,11,9,2,13,0,4,0,0,0,40,0,0
4120,54,2,306985,15,10,0,0,1,4,1,0,0,40,0,0
4121,49,2,87928,11,9,2,0,0,4,0,0,0,40,0,1
4122,44,2,242619,15,10,2,6,0,4,0,0,0,40,0,0
4123,24,2,154165,6,5,0,7,3,4,1,0,0,40,0,0
4124,25,2,511331,9,13,4,11,1,4,0,0,0,38,0,0
4125,65,1,221026,11,9,2,13,0,4,0,0,0,20,0,0
4126,56,4,222182,11,9,2,3,0,2,0,0,0,45,0,0
4127,39,4,126569,14,15,2,9,0,4,0,15024,0,60,0,1
4128,23,2,202344,9,13,4,9,3,4,1,0,0,40,0,0
4129,20,2,190423,15,10,4,7,1,4,1,0,0,20,0,0
4130,24,2,238917,4,3,4,2,4,4,0,0,0,40,22,0
4131,41,2,221947,15,10,2,3,0,4,0,0,1887,50,0,1
4132,40,3,37997,15,10,2,4,0,4,0,0,0,50,0,0
4133,55,2,147098,11,9,2,2,0,4,0,0,0,50,0,1
4134,38,2,278253,11,9,0,0,4,4,1,0,0,48,0,0
4135,23,2,195411,11,9,4,0,4,2,1,0,0,40,0,0
4136,44,2,76196,9,13,2,3,0,4,0,0,0,50,0,0
4137,45,2,120131,15,10,2,2,0,4,0,0,1887,40,0,1
4138,20,4,186014,15,10,4,0,3,4,1,0,0,12,9,0
4139,29,2,205903,11,9,4,7,3,4,0,0,0,40,0,0
4140,43,5,125405,11,9,2,10,0,4,0,0,0,40,0,0
4141,30,2,219838,2,8,0,6,1,4,0,0,0,40,0,0
4142,28,5,19395,15,10,4,0,1,4,1,0,0,38,0,0
4143,31,2,223327,11,9,2,3,0,4,0,0,0,40,0,1
4144,52,2,114062,11,9,0,2,4,4,1,0,0,40,0,0
4145,36,2,95654,9,13,2,9,5,4,1,0,0,50,10,1
4146,38,2,177305,11,9,2,2,0,4,0,0,0,45,0,0
4148,63,4,117681,8,11,2,4,0,4,0,0,0,40,0,0
4149,21,2,237651,15,10,4,7,3,4,0,0,0,35,0,0
4150,33,5,150570,11,9,0,0,1,4,0,0,0,40,0,0
4151,46,5,106705,15,10,0,9,4,4,1,1506,0,50,0,0
4153,47,3,175958,9,13,4,11,1,4,0,3325,0,60,0,0
4154,33,2,144064,10,16,2,9,0,4,0,0,0,55,0,1
4157,28,2,152951,11,9,0,5,1,4,0,0,0,40,0,0
4158,46,2,190487,11,9,0,8,4,4,1,0,0,28,16,0
4159,25,2,306666,15,10,2,11,0,2,0,0,0,45,0,0
4160,37,2,195148,11,9,2,2,3,4,0,3137,0,40,0,0
4161,31,4,226624,6,5,2,2,0,4,0,0,0,60,0,0
4162,49,2,157569,11,9,2,2,0,4,0,0,0,40,0,0
4163,22,5,22966,15,10,3,12,4,4,0,0,0,20,0,0
4164,52,2,379682,8,11,2,7,5,4,1,0,0,20,0,1
4165,29,2,446559,7,12,2,3,5,4,1,0,0,50,0,0
4166,18,2,41794,1,7,4,7,3,4,1,0,0,20,0,0
4167,31,1,90409,15,10,2,3,0,4,0,0,0,35,0,0
4168,23,2,125491,15,10,4,7,1,1,1,0,0,35,36,0
4170,54,4,104748,0,6,2,11,0,4,0,0,0,65,0,0
4171,50,1,169182,11,9,0,7,4,4,1,0,0,49,21,0
4173,24,2,122272,9,13,4,4,3,4,1,0,0,40,0,0
4175,49,3,289707,11,9,5,7,1,4,0,0,0,45,0,0
4176,54,1,137691,11,9,2,2,0,4,0,0,0,40,0,1
4177,41,2,84610,9,13,2,3,0,4,0,0,1902,60,0,1
4178,49,2,166789,11,9,2,0,0,4,0,0,0,40,0,0
4179,36,1,348728,9,13,4,9,1,4,1,0,0,35,0,0
4180,23,2,348092,11,9,4,13,3,2,0,0,0,40,19,0
4181,63,2,154526,15,10,6,7,1,4,1,0,0,40,0,0
4182,67,2,288371,11,9,2,11,0,4,0,0,0,40,8,1
4183,23,2,182342,11,9,4,2,1,4,0,0,0,40,0,0
4184,22,2,244366,9,13,4,9,3,4,0,0,0,40,0,0
4185,66,2,102423,8,11,2,0,0,4,0,0,0,30,0,0
4186,25,2,259688,1,7,2,2,0,4,0,0,0,50,0,0
4187,30,2,98733,15,10,0,6,4,4,1,0,0,20,0,0
4188,35,2,174856,11,9,2,13,0,4,0,2885,0,40,0,0
4189,67,4,141797,5,4,2,3,0,4,0,0,0,40,0,0
4190,30,2,327202,2,8,4,2,1,2,0,0,0,40,0,0
4191,26,2,76996,15,10,4,6,1,2,1,0,0,38,0,0
4192,34,2,260560,11,9,2,6,0,4,0,0,0,40,0,0
4193,21,2,370990,15,10,4,11,3,4,0,0,0,40,0,0
4194,18,2,129010,2,8,4,2,3,4,0,0,0,10,0,0
4195,21,2,452640,11,9,4,2,1,4,0,0,0,40,0,0
4196,76,3,120796,6,5,2,9,0,4,0,0,0,40,0,0
4198,26,2,229523,11,9,2,6,5,4,1,0,0,56,0,0
4199,18,2,127388,2,8,4,7,1,4,1,0,0,25,0,0
4201,34,2,119422,8,11,2,6,0,4,0,0,1672,50,0,0
4202,59,2,193895,11,9,0,3,1,4,1,0,0,40,0,0
4203,55,2,163083,9,13,5,3,1,4,0,14084,0,45,0,1
4204,33,4,155343,15,10,4,4,1,4,0,0,0,72,0,0
4205,25,2,73895,11,9,4,7,3,4,1,0,0,10,0,0
4206,48,2,107682,11,9,6,6,1,4,1,0,0,10,0,0
4207,64,2,321166,9,13,0,11,1,4,1,0,0,5,0,0
4208,47,1,154940,12,14,4,9,1,4,1,0,0,45,0,1
4209,26,2,103700,15,10,4,12,3,4,1,0,0,40,0,0
4210,36,2,63509,7,12,2,9,0,4,0,0,0,48,0,1
4211,21,2,243842,11,9,2,4,0,4,0,0,0,40,0,0
4213,30,2,58597,11,9,4,6,3,4,0,0,0,44,0,0
4214,41,4,190290,11,9,0,2,1,4,0,0,0,40,0,0
4216,34,2,62165,15,10,4,11,2,2,0,0,0,30,0,0
4218,24,2,280134,0,6,4,11,1,4,0,0,0,49,22,0
4219,26,2,118736,9,13,4,9,1,4,1,0,0,20,0,0
4220,25,2,171114,11,9,4,0,1,4,1,0,0,48,0,0
4221,35,2,169638,15,10,0,11,4,4,1,0,0,36,0,0
4222,41,2,125461,15,10,0,2,1,4,0,0,0,40,0,1
4223,33,2,145434,1,7,4,2,3,4,0,0,0,40,0,0
4224,18,2,152182,15,10,4,7,3,4,1,0,0,25,0,0
4225,27,3,233724,11,9,5,0,1,4,0,0,0,38,0,0
4226,32,2,153963,11,9,0,7,4,4,1,0,0,35,0,0
4227,51,1,88120,11,9,4,7,1,2,0,0,0,40,0,0
4228,38,2,96330,8,11,0,0,4,2,1,0,0,40,0,0
4229,41,1,66118,15,10,2,13,5,4,1,0,0,25,0,0
4230,26,2,182178,15,10,2,2,0,4,0,2829,0,40,0,0
4231,38,4,53628,8,11,0,3,4,4,0,0,0,35,0,0
4232,54,2,174865,6,5,2,3,0,4,0,0,0,45,0,1
4233,30,2,66194,9,13,4,9,1,4,1,0,0,60,31,0
4234,31,2,73796,15,10,6,3,4,4,1,0,0,30,0,0
4235,26,5,28366,9,13,4,9,1,4,0,0,0,40,0,0
4236,75,4,231741,10,16,2,9,0,4,0,4931,0,3,0,0
4237,29,2,237865,12,14,4,13,3,2,0,0,0,40,0,0
4238,61,2,195453,11,9,2,3,0,4,0,0,0,50,0,1
4239,24,2,116934,15,10,5,11,4,4,1,0,0,45,0,0
4241,34,2,456399,7,12,4,9,1,4,0,0,0,40,0,0
4242,42,2,263608,15,10,0,2,3,4,0,0,0,40,0,0
4243,24,2,263498,1,7,4,2,1,4,0,0,0,40,0,0
4245,27,0,469705,11,9,4,2,1,2,0,0,1980,40,0,0
4246,39,1,113253,9,13,2,9,5,4,1,0,0,50,0,1
4247,20,2,138768,11,9,4,5,3,4,0,0,0,40,0,0
4248,51,2,302146,1,7,4,7,1,2,1,0,0,40,0,0
4249,68,2,253866,9,13,2,11,0,4,0,0,0,30,0,0
4250,28,0,214858,11,9,4,6,3,4,0,0,0,48,0,0
4251,43,2,243476,11,9,0,12,1,4,1,0,0,40,0,0
4252,35,2,169104,15,10,3,2,1,4,0,0,0,40,0,0
4253,44,2,103218,11,9,0,0,4,2,1,0,0,40,0,0
4254,41,2,57233,9,13,4,5,1,4,0,0,0,40,0,0
4255,44,2,228320,11,9,2,12,0,4,0,0,0,45,0,1
4256,20,2,217421,11,9,2,0,2,4,1,0,0,40,0,0
4257,46,2,185041,11,9,2,2,0,4,0,0,0,75,0,1
4258,27,4,37302,7,12,2,13,0,4,0,7688,0,70,0,1
4259,32,2,261059,15,10,4,7,1,4,0,0,0,50,0,0
4260,46,2,59767,15,10,0,11,1,4,0,0,0,50,0,0
4261,26,2,333541,11,9,4,7,1,4,0,0,0,24,0,0
4262,20,2,133352,15,10,4,0,3,1,1,0,0,40,36,0
4263,36,2,99270,11,9,2,4,5,4,1,0,0,40,0,0
4264,49,2,204629,9,13,2,3,0,4,0,0,0,40,0,1
4265,32,2,34104,11,9,2,3,0,4,0,3103,0,55,0,1
4266,32,2,312667,9,13,2,9,0,4,0,15024,0,50,0,1
4267,49,2,329603,9,13,2,2,0,4,0,0,1902,40,0,1
4268,36,2,281021,11,9,4,13,1,4,0,0,0,45,0,0
4269,22,2,275385,15,10,4,7,2,4,0,0,0,25,0,0
4270,52,0,129177,11,9,0,0,1,4,1,0,0,40,0,0
4271,42,2,385591,11,9,2,3,0,4,0,0,0,50,0,1
4273,72,2,38360,11,9,6,7,4,4,1,0,0,16,0,0
4274,30,1,73796,9,13,5,9,1,4,1,0,0,40,0,0
4275,44,2,67671,15,10,2,5,0,4,0,0,0,40,0,0
4276,23,2,257621,9,13,4,11,1,4,1,0,0,45,0,0
4277,22,2,180052,15,10,4,11,3,4,0,0,0,20,0,0
4278,59,2,656036,9,13,5,0,4,4,0,0,0,60,0,0
4279,46,2,215943,11,9,0,9,4,4,1,0,0,40,0,0
4280,30,2,488720,8,11,2,5,0,4,0,0,0,40,4,0
4281,64,0,199298,5,4,6,7,4,4,1,0,0,30,5,0
4282,31,2,305692,15,10,2,11,5,2,1,0,0,40,0,0
4283,64,2,114994,11,9,2,7,0,4,0,0,0,20,0,0
4284,45,2,88265,11,9,4,6,3,4,1,0,0,40,0,0
4285,59,2,168569,11,9,2,6,0,4,0,0,1887,40,0,1
4286,32,2,175413,11,9,4,0,2,2,1,0,0,40,2,0
4287,43,2,161226,9,13,2,6,0,0,0,0,0,40,0,0
4289,23,2,208598,15,10,4,11,1,4,0,0,0,45,0,0
4290,49,4,200471,11,9,2,2,0,4,0,0,0,40,0,0
4291,32,2,256609,2,8,2,6,0,4,0,0,0,40,4,0
4292,49,2,176684,8,11,4,3,4,4,1,0,0,40,0,0
4293,33,2,206512,15,10,0,9,1,4,0,0,0,40,0,0
4294,28,2,212640,14,15,4,9,1,4,1,0,0,85,0,0
4295,47,2,148724,11,9,2,11,0,2,0,0,0,40,0,0
4296,41,2,266510,11,9,4,7,3,4,0,0,0,40,0,0
4297,34,1,240252,12,14,2,3,0,4,0,0,0,40,0,1
4298,25,2,358975,11,9,4,7,1,4,1,0,0,35,0,0
4300,21,2,434710,15,10,4,11,1,4,1,0,0,15,0,0
4302,46,2,241844,6,5,2,7,0,4,0,0,0,40,0,0
4303,37,2,191342,3,2,2,2,0,1,0,0,0,40,14,0
4304,41,2,221947,15,10,2,2,0,4,0,0,0,56,0,1
4305,44,2,111483,11,9,4,0,3,4,0,0,1504,50,0,0
4306,30,2,65278,11,9,2,12,0,4,0,0,0,40,0,1
4307,54,2,133403,15,10,2,6,0,4,0,0,0,40,0,0
4308,35,4,166416,11,9,2,4,0,4,0,0,0,99,0,0
4310,21,2,221480,15,10,4,12,3,4,1,0,0,25,16,0
4311,35,4,189878,12,14,2,11,0,4,0,0,0,40,0,1
4312,35,2,278403,14,15,2,9,0,4,0,0,0,80,0,1
4313,19,2,184710,15,10,4,2,3,4,0,0,0,20,0,0
4314,48,2,177775,11,9,0,3,1,4,1,0,0,40,0,0
4316,65,4,225473,15,10,6,2,1,4,1,0,0,35,0,0
4317,40,2,289403,9,13,5,0,4,2,0,0,0,35,0,0
4318,26,2,269060,11,9,4,0,1,4,1,0,0,40,0,0
4319,45,2,449354,15,10,2,3,0,4,0,0,0,40,0,0
4320,26,2,214413,15,10,4,2,3,4,0,0,0,40,0,0
4321,32,2,80058,11,9,2,0,0,4,0,0,0,40,0,0
4322,35,2,202027,9,13,0,3,1,4,0,27828,0,50,0,1
4323,22,4,123440,15,10,4,2,1,4,0,0,0,48,0,0
4324,37,2,191524,8,11,5,9,3,4,1,0,0,38,0,0
4325,25,2,308144,9,13,4,2,1,4,0,0,0,40,4,0
4327,46,2,205100,8,11,2,3,0,4,0,0,0,48,0,1
4328,30,2,195750,11,9,4,5,3,4,0,0,0,27,0,0
4329,63,2,149756,7,12,0,3,1,4,0,0,0,40,0,1
4330,51,1,240358,11,9,2,10,0,4,0,0,0,40,0,1
4331,68,4,241174,5,4,2,3,0,4,0,0,0,16,0,0
4332,36,2,356838,10,16,2,9,0,4,0,0,0,50,8,0
4333,28,3,115705,15,10,4,3,1,4,0,0,0,50,0,0
4334,41,1,137142,15,10,2,11,0,4,0,0,0,40,0,0
4335,47,2,296066,15,10,2,9,0,4,0,0,0,40,0,0
4336,22,2,401335,15,10,4,7,4,2,1,0,0,30,0,0
4338,34,3,186824,14,15,2,9,0,4,0,15024,0,40,0,1
4339,46,0,162187,9,13,2,9,0,4,0,0,0,40,0,1
4340,28,2,98010,15,10,3,0,3,4,1,0,0,40,0,0
4341,36,2,172538,11,9,2,2,0,4,0,0,0,52,0,1
4342,18,2,80163,15,10,4,11,3,4,1,0,0,20,0,0
4343,33,1,43959,12,14,2,9,0,4,0,7688,0,50,0,1
4344,51,2,162632,11,9,2,13,0,4,0,7298,0,60,0,1
4345,56,4,115422,11,9,2,3,0,4,0,0,0,35,0,0
4346,54,2,100933,11,9,4,0,4,4,1,0,0,40,0,0
4347,29,2,270379,11,9,4,3,4,2,1,0,0,40,0,0
4348,40,2,20109,15,10,0,5,1,0,1,0,0,84,0,0
4349,53,2,114758,12,14,2,3,0,4,0,15024,0,65,0,1
4350,22,2,100345,11,9,4,5,3,4,0,0,0,35,0,0
4351,33,2,184901,11,9,2,6,0,4,0,0,0,40,0,1
4352,28,2,87239,11,9,0,13,1,4,0,0,0,50,0,0
4353,63,2,127363,15,10,2,9,5,4,1,0,0,12,0,0
4354,53,0,199720,10,16,2,9,0,4,0,15024,0,60,9,1
4355,37,2,143058,0,6,2,2,0,4,0,0,0,50,0,0
4356,50,0,36489,15,10,0,3,4,4,0,0,0,40,0,0
4357,22,2,141698,11,9,4,2,3,4,0,0,0,40,0,0
4358,40,0,26358,7,12,4,0,1,4,1,0,0,40,0,0
4359,22,2,195532,9,13,4,9,1,4,1,8614,0,40,0,1
4360,21,2,30039,15,10,4,9,3,4,0,0,0,40,0,0
4361,25,2,125159,7,12,2,5,0,2,0,0,0,40,2,0
4362,20,2,246250,15,10,4,2,1,4,1,0,0,40,0,0
4363,43,0,77370,11,9,2,13,0,4,0,0,0,40,0,0
4364,29,2,355569,8,11,4,3,4,4,1,0,0,50,0,0
4365,32,2,180603,9,13,2,11,0,4,0,0,0,40,0,1
4366,42,2,201785,12,14,2,11,0,4,0,0,0,50,0,1
4367,33,2,256211,11,9,2,6,0,1,0,0,0,40,27,0
4368,27,2,146764,15,10,2,3,5,4,1,0,0,40,0,1
4370,29,2,200515,15,10,2,6,0,4,0,0,0,38,0,0
4371,29,2,52636,11,9,2,13,0,4,0,0,0,40,0,0
4372,20,2,27049,15,10,4,3,3,4,1,0,0,20,0,0
4373,35,2,111128,0,6,4,0,3,4,0,0,0,40,0,0
4374,31,4,348038,9,13,2,9,0,4,0,0,1902,50,5,1
4375,33,2,93930,11,9,4,2,1,4,0,0,0,50,0,0
4376,67,2,397831,15,10,2,3,0,4,0,0,1539,40,0,0
4377,46,2,33794,15,10,2,9,0,4,0,0,0,10,0,0
4378,45,2,178215,6,5,2,6,5,4,1,0,0,40,0,1
4379,17,1,191910,1,7,4,11,3,4,0,0,0,20,0,0
4380,35,2,340110,9,13,2,3,0,4,0,0,1848,70,0,1
4381,48,4,133694,9,13,3,3,1,2,0,0,0,40,2,1
4382,49,2,148398,11,9,0,6,1,2,1,0,0,40,0,0
4383,20,2,133515,15,10,4,11,2,4,1,0,0,40,0,0
4384,27,2,181667,11,9,2,6,0,4,0,5013,0,46,8,0
4385,64,2,159715,15,10,2,2,0,4,0,0,0,20,0,0
4386,53,0,174040,15,10,5,2,1,2,0,0,0,40,0,0
4387,52,2,117700,11,9,0,0,1,4,1,0,0,40,0,0
4388,29,2,37215,11,9,2,2,0,4,0,0,0,55,0,0
4389,32,3,46807,11,9,2,2,0,4,0,99999,0,40,0,1
4390,48,4,317360,9,13,2,9,5,4,1,0,0,20,0,1
4391,30,2,425627,15,10,4,2,2,4,0,0,0,40,4,0
4392,34,2,82623,11,9,2,7,0,4,0,0,0,20,0,0
4394,39,2,140854,11,9,4,9,1,4,0,0,0,50,0,0
4395,28,2,185061,1,7,4,5,2,4,0,0,0,40,0,0
4397,54,2,282680,9,13,4,9,1,4,1,0,0,50,0,0
4398,24,2,137591,15,10,4,11,3,4,0,0,1762,40,0,0
4399,25,2,198163,11,9,4,3,3,4,1,0,0,40,0,0
4400,25,2,132749,1,7,0,7,4,4,1,0,0,12,0,0
